id,name,house,house_link,description,added_date,added_by
849,Pink Amber,Skin Like Butter,,"It smells like ROYALTY. This smells intoxicatingly wealthy, and regal, and old but in a good way. It smells like something you would find in a beautiful old perfume bottle hidden in a forgotten corner at Versailles that has been there for centuries. It's dark firmented berrys, with bourbon vanilla, amber, rich exotic florals like tuberose and osmanthus, and musk for mystery.",2022-04-24 13:48:46,1
850,Pink Amber Sunset,Wylde Ivy,,"Warm, delicate, and inviting. A pink sand beach awash with the rich pink tinged light of the setting sun. Demure white amber crystals, creamy fresh coconut, light vanilla cream, and a hint of pink hibiscus, starfruit, and warm sugar musk.",2022-04-24 13:48:46,1
851,Pink Bunny,18,,"Japanese Lily of the Valley, French Muguet (Lotv), Crimson (red skin Musk) Absolute, African Vanilla, Musk Flower, Pink Pepper and Indian Vanilla Oleoresin",2022-04-24 13:48:46,1
852,Pink Marshmallow Milk,Haus of Gloi,,Magical pink berries and frothy cold milk.,2022-04-24 13:48:46,1
853,Pink Petal Sugarcubes,Wylde Ivy,,"Perfectly pink petals dipped in a sweet berry glaze and dusted with sugar. This fragrance is as fresh and airy as it comes with just enough sweetness to be flirty and just enough floral to be chic. Notes of fresh cut peonies and tulips, wild honeysuckle branches, candied tangerine, glistening sugar cubes, raspberry syrup, and whipped vanilla.",2022-04-24 13:48:46,1
854,Pink Quartz,18,,"Pink Vanilla Blossom, Crystalline, Crimson Egyptian Musk, Bastet's White Amber Absolute and a minimal drop of aged Oak",2022-04-24 13:48:46,1
855,Pink Snowballs (2009),Black Phoenix Alchemy Lab,,"A lighthearted winter scent: chilly vanilla rose snowballs! Dainty, soft, and certainly unfit for flinging!",2022-04-24 13:48:46,1
856,Pink Vanilla Blush,Wylde Ivy,,"Clean, sweet, and innocently alluring. White vanilla with a blush of wild strawberry, violet jelly, and sparkling citron.",2022-04-24 13:48:46,1
857,Pinning Up The Shimada HG,Black Phoenix Alchemy Lab,,"Blue lilac, peach blossom, plumeria, pink rose, and ylang ylang.",2022-04-24 13:48:46,1
858,Piscis Australis,Arcana,,"The Southern Fish gulps water flowing from the urn of Aquarius. A clean, airy handful of acacia blossoms, neroli, tuberose, asphodel, and native gardenia petals are scattered over banana fruit and white amber.",2022-04-24 13:48:46,1
859,Pismaniye Musk,Alpha Musk,,No notes listed.,2022-04-24 13:48:46,1
860,Platinum Wig Spray,Black Phoenix Alchemy Lab,,"White musk, silvered white tea leaf, Italian bergamot, and bourbon vanilla.",2022-04-24 13:48:46,1
861,Please Scream Inside Your Snake Oil,Black Phoenix Alchemy Lab,,"BPAL's signature scent — deep, rich earthy notes swirled with vegetal musks, sugared vanilla bean, and dark spices — has been polluted by the funnel cake frenzy that is our Please Scream Inside Your Heart perfume blend.",2022-04-24 13:48:46,1
862,Plunder,Black Phoenix Alchemy Lab,,"The scent of a pirate's bumboat, overflowing with stolen wares: tea leaf, cassia, cinnamon bark, clove, allspice, sandalwood, tobacco, peppercorn, and nutmeg.",2022-04-24 13:48:46,1
863,Poe,Black Phoenix Alchemy Lab,,"A melancholy, manic gentleman's cologne: incense and tobacco, opium tar, juniper berry, bourbon vanilla, patchouli, bergamot, and mossy leather.",2022-04-24 13:48:46,1
864,Poisoned Apple,Black Phoenix Alchemy Lab,,"A perfect, lovely, gleaming red apple whose sweetness masks a swirl of narcotic opium, oleander, and hemlock.",2022-04-24 13:48:46,1
865,Polar Bear,Fyrinnae,,"Vanilla, vanilla, and more vanilla, creamy but not overly sweet, intertwined with just a bit of palo santo and sandalwood, then cooled with crisp peppermint.",2022-04-24 13:48:46,1
866,Polyjuice Potion,Vintner's Reserve,,"A rainbow of fresh-picked fruits: raspberries, orange, lemon, kiwi, blueberry, and elderberry, all with something sinister lurking beneath",2022-04-24 13:48:46,1
867,Pomegranate Aurora,18,,"Egyptian Pomegranate from Aswan, Aurora French Vanilla and Coconut Husk, a kiss of Cassis, a drop of Green Peppercorn.",2022-04-24 13:48:46,1
868,Pomegranate Grove: Dorian,Black Phoenix Alchemy Lab,,No Notes,2022-04-24 13:48:46,1
869,Pomegranate Sufganiyot,Black Phoenix Alchemy Lab,,Erupting with pomegranate jelly with a touch of cranberry and red currant.,2022-04-24 13:48:46,1
870,Poor Monkey,Black Phoenix Alchemy Lab,,"Compassion: pink lotus root and fig milk with ylang ylang, bourbon vanilla, soft myrrh, fir, khus, and sandalwood incense.",2022-04-24 13:48:46,1
871,Poppycock,Nui Cobalt,,"Lemon Meringue Pie: frothy citrus sweetness in a toasted almond crust, with white vanilla peaks gently browned under a blowtorch.",2022-04-24 13:48:46,1
872,Port-Au-Prince,Black Phoenix Alchemy Lab,,"Dark, decadent and incomparably exotic: the rich scent of buttered rum flavored with almond, bay, clove and sassafras.",2022-04-24 13:48:46,1
873,Poseidon,Deconstructing Eden,,"Crashing waves, seaweed absolute, ambergris, ozonic air, and a touch of petrichor.",2022-04-24 13:48:46,1
874,Post Tenebras Lux,Arcana,,Post Tenebras Lux,2022-04-24 13:48:46,1
875,Prague,Black Phoenix Alchemy Lab,,"For Jenny, with love. Crocus with snowdrop and three lilies.",2022-04-24 13:48:46,1
876,Praline au Caramel,Freebie,,"Pistachio Praline, Salted Caramel, Cupuaçu, and Coconut CO2",2022-04-24 13:48:46,1
877,Preposterous,Nui Cobalt,,Sun-ripened strawberries are sliced fresh over soft vanilla cake and topped with a scant teaspoon of whipped cream.,2022-04-24 13:48:46,1
878,Prince of Egypt Incense,18,,"Santalum Kyphi Incense (Sandalwood & Egyptian Kyphi by NA), Rich Thick Black Vanilla Balsam Resin of Peru, Precious Aloeswood Incense, Sweetened Labdanum of Israel, Styrax Tonkinesis of Germany, Egyptian Bergamot absolute and Amber Cream.",2022-04-24 13:48:46,1
879,Princess Amber,18,,The Princess Nefertiti is said to have Loved the Scent of Ancient Kyphi both perfume and wine. Here we have taken our exquisitely blended Sacred Kyphi and enraptured it with the silk of very radiant baby vanilla beans and taken the Amber base created for this line and what has become of the scent is an alluring and enchanting perfume for the Royal within.,2022-04-24 13:48:46,1
880,Professor T. S. Goodfellow's Winter Correctives: Laughter,Arcana,,"Giggly raspberry with sparks of pink and black pepper, and what Goodfellow himself describes as ""a gay tangle of euphoic herbs"" which combine to bear a strange olfactory resemblance to rich cheesecake.",2022-04-24 13:48:46,1
881,Profumata di Tortona,Alkemia,,Rare Profumata di Tortona musk strawberries bathed in cream musk and rosé wine,2022-04-24 13:48:46,1
882,Proteus,18,,"Bourbon Vanilla Absolute, Vanilla Bean Liqueur, Black Tonka Bean, Ten year old aged Vanilla Beans in an Oak barrel, Eternal Ankh Vanilla Absolute, Sumatra Benzoin Absolute and Mediterranean dried Labdanum.",2022-04-24 13:48:46,1
883,Prrr-hota,Hex,,"(Indult Tihota dupe) Vanilla bean, musks",2022-04-24 13:48:46,1
884,Psionicist,Black Phoenix Alchemy Lab,,"A blast of mental energy: electric white mint, eucalyptus leaf, white frankincense, and blue-white musk.",2022-04-24 13:48:46,1
885,Puffed Lavender,Alpha Musk,,cooling ‘lunar lavender' and baby blue cotton candy clouds,2022-04-24 13:48:46,1
886,Pumpkin Eater,Haus of Gloi,,"Oat milk, pumpkin pulp, vanilla bean, and a tiny touch of nutmeg butter.",2022-04-24 13:48:46,1
887,Pumpkin Oatmeal Stout,Haus of Gloi,,Pumpkin accord infused into malty oatmeal stout.,2022-04-24 13:48:46,1
888,Pumpkin Patch,Haus of Gloi,,"Dried leaves, twisted vines, orange pumpkins, golden amber and earth.",2022-04-24 13:48:46,1
889,Pumpkin Princess,Black Phoenix Alchemy Lab,,"Before the Grand Dame was the Pumpkin Queen, she was a Pumpkin Princess! Bright, sweet pumpkin with vanilla fluff, guava, chocolate-dusted white amber, tiare, red currant, raw honey, and meringue.",2022-04-24 13:48:46,1
890,Pumpkin Tied Up Covered With Honey and licked all over,Possets,,"OK OK OK, I could not resist the temptation to put the creamiest most buttery of pumpkins to the ultimate test. How long can YOU hold out? The pumpkin probably set a land speed record so don't think that you can do any better. Pumpkin of the most smooth variety, combined with large lashings of buttercrunch, honey, and crystalized honey. THE gourmandy of gourmandy fragrances. Better put a muzzle on yourself before you put this one off, I am not responsible if you gnaw your arm off!",2022-04-24 13:48:46,1
891,Pumpkin's Revenge,Deconstructing Eden,,"Sweet and buttery pumpkin flesh corrupted with black patchouli, sticky myrrh and smoky oud, all spiked with dark spice on a bed of graveyard dirt.",2022-04-24 13:48:46,1
892,Purple Claw Potion,18,,"Zante Currant, White Sandalwood, Musk, Champagne accord, White Grapes and White Musk",2022-04-24 13:48:46,1
893,Pussy Willow,Alpha Musk,,"slowly drying damp earthy soft clay, honeysuckle nectar, sweet Jasmine blooms, cotton and a dry vanilla, serene blue lotus, magnolia absolute, flossed cotton sugar, benzoin, tolu balsam",2022-04-24 13:48:46,1
894,Pyjama Dance Party,Siren Song Elixirs,,"Candy Canes, Creamy Marshmallow Fluff, Sweet White Chocolate, Soft Sandalwood",2022-04-24 13:48:46,1
895,Pyramid Vanille 2,18,,"French Vanilla, Tahitian Vanilla, Ember Vanilla and Bastet's Ice Cream Vanilla Absolute (Vanilla Crystalline Cream, Butter accord, Caramel Accord, French Vanilla Bean Absolute, Vanilla Milk accord, Vanilla Orchid, Crystalline Absolute and Vanilla Sugar)",2022-04-24 13:48:46,1
896,Pyramid Vanille 3,18,,"Vanilla Bean Liqueur, Bourbon Vanille Absolute, Buttercream accord and Egyptian Marsh-Mallow Cream.",2022-04-24 13:48:46,1
897,Qandisa,Black Phoenix Alchemy Lab,,"Black musk, blackened saffron, lemon peel, and vetiver draped over thick honey.",2022-04-24 13:48:46,1
898,Queen Amber,18,,"Egyptian Honey Incense warms the Amber glow of scent in an indelicate sense of chins held high, Golden Crowns shining in the sun, jewels of lazuli and gold sparkling to the heavens and on her wrists and behind her ears the gossamer of delicious honey and amber elixir drawing all cavalier suitors near all under the watchful eye of a jealous Pharaoh.",2022-04-24 13:48:46,1
899,Queen Mab's Lace,Black Phoenix Alchemy Lab,,"The scent of twilight in a secluded grove. A tinkle of laughter in the distance echoes through the woods discordantly, and the shadows are thick with menace: a gossamer vanilla lace enveloped in a veil of honeysuckle, wild jasmine, poppy, crushed grass, evergreen, white cognac, white amber, lilac butter, tobacco, indigo musk, and bee balm.",2022-04-24 13:48:46,1
900,Queen of Hearts,Black Phoenix Alchemy Lab,,"Lily of the Valley, Calla Lily, stephanotis and a drop of cherry.",2022-04-24 13:48:46,1
901,Quirky,TAMAR,,"What starts as light and fruity, with notes of crisp and bright pear ends in a note of warm, intense patchouli — the soft, intimate scent of an untamed mind.",2022-04-24 13:48:46,1
902,R'lyeh,Black Phoenix Alchemy Lab,,"A hellishly dark aquatic scent, evocative of fathomless oceanic deeps, the mysteries of madness buried under crushing black waters, and the brooding eternal evil that lies beneath the waves.",2022-04-24 13:48:46,1
903,RA's Honey-Vanille Au Lait,18,,"Tupelo and Clover Honey, Egyptian and Italian Coffee, French Caramelized Vanilla Bean and warmed Milk essence.",2022-04-24 13:48:46,1
904,Rad,Alpha Musk,,"apricot cotton candy sparkling cream soda pop, soft sandalwoods, pink peppercorns, banana, jasmine, puff of violets all over an addictive vanilla cashmere musk",2022-04-24 13:48:46,1
905,Radiant,Poesie,,toasted coconut and salt-tinged skin touched with the heat of summer,2022-04-24 13:48:46,1
906,Ragdoll,Fyrinnae,,"Cuddly, loving ragdoll cats. A blend of three sugars and cream, livened up with a few drops of honey and bourbon vanilla (all vegan of course).",2022-04-24 13:48:46,1
907,Rain,Skin Like Butter,,Light and fresh. Slightly sweet.,2022-04-24 13:48:46,1
908,Rain + Fern,Wylde Ivy,,"Sweet nuances of delicate unfurled fern fronds, the cool essence of the deep forest, dewy oakmoss, sweet heliotrope, white oak, crushed bergamot, and a sweet whisper of lemon leaf.",2022-04-24 13:48:46,1
909,Ranger,Black Phoenix Alchemy Lab,,"Untamed wilderness: buckskin accord with Terebinth pine, Russian birch, black ironwood, elder bark, hay, armoise, juniper, patchouli, galangal root, Spanish moss, and cabreuva.",2022-04-24 13:48:46,1
910,Rare Moon,Wylde Ivy,,"A fragrance that is delicately sweet but deep and passionate. Notes of: Delicate vanilla essence, sugared amber musk, dark vetiver, juiced plums, and wild orchid.",2022-04-24 13:48:46,1
911,Raspberry Apricot Sufganiyot,Black Phoenix Alchemy Lab,,Piquant and gooey!,2022-04-24 13:48:46,1
912,Raspberry Cream & Roses,18,,"Sweet Raspberry accord, Toasted Coconut, Vanilla Cream accord, Vanilla Fleck, Bulgarian Rose Otto, Red Rose petals",2022-04-24 13:48:46,1
913,Raspberry Mocha Ma'atiato,18,,"Rich Winter Raspberries, Egyptian Espresso, Frothy Cream, a dollop of caramalized Vanilla essence and a chocolate cloud of mocha cocoa.",2022-04-24 13:48:46,1
914,Raspberry Sufganiyot,Black Phoenix Alchemy Lab,,Sugar-sprinkled sufganiyot filled with sweet raspberry jelly.,2022-04-24 13:48:46,1
915,Raspberry Vanilla,Skin Like Butter,,"Sweet, yummy, and addicting.",2022-04-24 13:48:46,1
916,Rattlecans and Sliders,Black Phoenix Alchemy Lab,,"Strawberry soft serve, fog machine juice, and cake batter ice cream.",2022-04-24 13:48:46,1
917,Red Cotton Candy,18,,"Sakura Blossom, Nepalese Sandalwood, Egyptian Raw and Pink Sugar, Velvet Jasmine, Cotton Candy accord",2022-04-24 13:48:46,1
918,Red Currant,Skin Like Butter,,Tart and refreshing. If you love Votivo Red Currant candles you will love this fragrance.,2022-04-24 13:48:46,1
919,Ren,18,,"Madagascar Vanilla, Almond essence, White Cake accord, Crimson Musk Absolute and Blue Bastet's Amber",2022-04-24 13:48:46,1
920,Rendezvous With Her Lover Behind the Rice Straws,Black Phoenix Alchemy Lab,,"Hay absolute, rice milk, and sugar.",2022-04-24 13:48:46,1
921,Renewal Elixir,NAVA,,"Japanese Yuzu, Pink Sugar accord, Lilac accord, Plum essence, Rose petals, Caramel crème, hints of fresh Raspberry and Strawberry accords with White Grape and White Peach",2022-04-24 13:48:46,1
922,Replica Autumn Vibes,Maison Margiela,,"Cedarwood, Moss, Pink Pepper, Cardamom, Fir Balsam, Coriander, Nutmeg, Olibanum, Carrot seeds",2022-04-24 13:48:46,1
923,Revelry,Haus of Gloi,,Rainwater soaked strawberry shortcake with a sprig of mint.,2022-04-24 13:48:46,1
924,Revenant Rhythm,Black Phoenix Alchemy Lab,,"A tousled, sexy mix of patchouli, vanilla, and hemp.",2022-04-24 13:48:46,1
925,Rice Milk Musk,NAVA,,"Creamy Basmati Rice Milk accord, Saffron, Tonka infused Sugar, Bastet Amber, Mahogany wood essence, and soft white floral blend of Tuberose, Mallow, Angelica, Musk Flower, and White Lily all blended beautifully into Bastet's Musk base.",2022-04-24 13:48:46,1
926,Rid of Me,Alpha Musk,,"humming PJ Harvey's classic on loop, blood red beet juice, sticks and black stones, Glue good enough to huff, sticky melted marshmallows cuz baby I'm stuck",2022-04-24 13:48:46,1
927,Riften,Area of Effect,,"Juicy blackberries, honey mead from the Black Briar Meadery, soft cashmere amber, stealthy vetiver, and creaky dockwood from the Ratway.",2022-04-24 13:48:46,1
928,Riverside Sleighride,Solstice Scents,,"Vanilla Musk, Bayberry, Fresh Snow, White Amber, Fir Balsam, Cold Winds, Birch, Mistletoe",2022-04-24 13:48:46,1
929,Robin's Egg,Nui Cobalt,,"Dainty forget-me-nots and lily of the valley, a dollop of whipped blueberry creme, and a cozy birch nest tucked into a flowering dogwood tree.",2022-04-24 13:48:46,1
930,Rochester,Fantome,,"Rich earth, crisp fallen leaves, sweet tobacco, a hint of patchouli, garden tomato, and newly ripened autumn gourds.",2022-04-24 13:48:46,1
931,Rocking-Horse-Fly,Black Phoenix Alchemy Lab,,"Shellacked wood, sap, sawdust, and privet.",2022-04-24 13:48:46,1
932,Rogue,Black Phoenix Alchemy Lab,,"Soft, well-worn black leather, hemp, and rosin.",2022-04-24 13:48:46,1
933,Romance Novel,Little Book Eater,,"Red Berries, Sugar, Whipped Cream, Vanilla Musk",2022-04-24 13:48:46,1
934,Rondeaux D'Amour,Alkemia,,"A sex bomb of juicy black plum, spicy saffron, jasmine sambac, orris root, dark red roses, sexy golden amber, vanilla incense, slightly dirty patchouli, and botanical pheromones.",2022-04-24 13:48:46,1
